layer,channel,neuron_id,downstream_correct_count,downstream_total_activations,downstream_full_activation_count
conv6,464,conv6_464,796409,252435635,0
conv3,190,conv3_190,825222,202346990,0
conv5,2,conv5_2,814479,352582186,4
conv7,209,conv7_209,558776,203106965,0
conv5,190,conv5_190,816281,359774230,0
conv1,62,conv1_62,159570,15409516,8
conv7,45,conv7_45,498366,175697853,0
conv8,106,conv8_106,633543,35879789,0
conv8,72,conv8_72,637656,33597509,0
conv6,439,conv6_439,748100,232589797,0
conv5,450,conv5_450,823893,355524954,0
conv5,235,conv5_235,825193,372918290,0
conv6,197,conv6_197,759013,230576046,0
conv8,431,conv8_431,671082,34513448,0
conv1,49,conv1_49,824934,78915546,13
conv6,42,conv6_42,790977,250307859,0
conv6,184,conv6_184,808711,254218778,0
conv6,454,conv6_454,771028,235782332,0
conv8,428,conv8_428,734670,55841512,0
conv5,205,conv5_205,824675,370919556,0
conv2,59,conv2_59,825222,192289201,28
conv2,88,conv2_88,825230,199875485,0
conv6,253,conv6_253,791342,244609214,0
conv5,289,conv5_289,824489,363641474,0
conv7,130,conv7_130,591410,207394340,0
conv7,225,conv7_225,602441,213069142,0
conv5,241,conv5_241,791387,341505193,0
conv3,59,conv3_59,825217,201895658,22
conv7,185,conv7_185,493402,174732819,0
conv6,291,conv6_291,722952,214127943,0
conv5,280,conv5_280,761216,321365896,8
conv6,36,conv6_36,780606,240308004,0
conv5,477,conv5_477,825144,370858143,1
conv6,153,conv6_153,768437,226188238,0
conv4,71,conv4_71,825211,394789137,3
conv5,121,conv5_121,824810,369182431,9
conv4,91,conv4_91,823549,370702093,0
conv4,241,conv4_241,825145,393350568,0
conv7,468,conv7_468,624124,219235053,0
conv7,135,conv7_135,502620,189421606,0
conv5,426,conv5_426,816089,345512988,4
conv8,279,conv8_279,677199,41393053,0
conv5,468,conv5_468,824233,370037987,0
conv7,259,conv7_259,574658,209780089,0
conv8,173,conv8_173,667647,33631464,0
conv5,397,conv5_397,814020,344311632,0
conv8,396,conv8_396,711508,40548016,0
conv8,46,conv8_46,764806,57525212,0
conv8,188,conv8_188,747240,45857550,0
conv6,49,conv6_49,790193,257137492,0
conv6,389,conv6_389,804275,250064555,0
conv5,439,conv5_439,762416,335329083,1
conv7,285,conv7_285,491203,168974591,0
conv7,462,conv7_462,566650,201079538,1
conv8,386,conv8_386,676906,34267793,0
conv8,391,conv8_391,717158,46043764,0
conv7,102,conv7_102,649337,249006993,0
conv4,145,conv4_145,824995,390472572,9
conv8,415,conv8_415,659557,39853290,0
conv7,74,conv7_74,598664,224258256,0
conv6,494,conv6_494,710001,218243692,0
conv4,1,conv4_1,825161,372533871,0
conv6,391,conv6_391,778403,246069291,0
conv7,377,conv7_377,546148,205712921,0
conv5,26,conv5_26,816099,362943755,2
conv7,382,conv7_382,661099,243111571,0
conv5,218,conv5_218,821174,363130305,0
conv8,149,conv8_149,719351,46378660,0
conv2,25,conv2_25,822476,172208257,0
conv4,171,conv4_171,825157,392631520,1
conv7,336,conv7_336,503799,171463049,0
conv6,142,conv6_142,776917,234517708,0
conv5,157,conv5_157,809124,333176271,0
conv2,114,conv2_114,825230,200482131,3
conv7,175,conv7_175,476035,170863275,0
conv6,250,conv6_250,768852,244463958,0
conv6,17,conv6_17,736782,223161178,0
conv1,10,conv1_10,825230,100491333,30035
conv7,283,conv7_283,476463,167289888,0
conv3,114,conv3_114,825213,199309855,1
conv5,297,conv5_297,786494,335602788,0
conv8,485,conv8_485,703829,42776218,0
conv3,241,conv3_241,825229,202400327,130
conv8,378,conv8_378,654076,40033593,0
conv8,276,conv8_276,616874,32869437,0
conv3,201,conv3_201,825126,187946490,1
conv6,370,conv6_370,790263,230135796,0
conv5,240,conv5_240,823167,360741532,0
conv6,435,conv6_435,797155,249649520,0
conv6,63,conv6_63,766265,237903811,0
conv5,230,conv5_230,819649,353258571,0
conv7,12,conv7_12,591561,214836683,0
conv8,242,conv8_242,621899,28305723,0
conv5,413,conv5_413,782325,342668524,0
conv6,298,conv6_298,762818,222842995,0
conv6,313,conv6_313,807057,247725905,0
conv5,72,conv5_72,825050,373087647,0
conv6,6,conv6_6,664374,202707189,0
conv7,204,conv7_204,591709,218777374,0
conv8,177,conv8_177,769079,58282881,0
conv5,455,conv5_455,798393,348547593,0
conv1,51,conv1_51,825230,88348583,301
conv6,84,conv6_84,768204,227843879,0
conv6,380,conv6_380,748756,226821136,0
conv4,148,conv4_148,825158,374714667,1
conv5,472,conv5_472,811595,352605199,13
conv8,318,conv8_318,694998,38995992,0
conv5,1,conv5_1,824354,372373279,52
conv3,134,conv3_134,825214,200836874,21
conv8,255,conv8_255,765680,48420887,0
conv6,327,conv6_327,748531,230520200,0
conv2,16,conv2_16,825230,202729254,152
conv4,95,conv4_95,825209,393029254,0
conv8,422,conv8_422,643346,33637125,0
conv6,52,conv6_52,781999,248105908,0
conv3,193,conv3_193,824952,186123892,8
conv3,212,conv3_212,825230,200107105,3
conv8,95,conv8_95,669235,33291560,0
conv8,114,conv8_114,613797,32705996,0
conv5,360,conv5_360,824094,370344844,42
conv2,90,conv2_90,825205,190783106,0
conv5,95,conv5_95,822110,367343916,0
conv4,82,conv4_82,824960,380871714,11
conv3,128,conv3_128,825226,201163544,0
conv8,392,conv8_392,635499,32363984,0
conv1,36,conv1_36,825087,74599388,16
conv8,43,conv8_43,555170,28863510,0
conv4,226,conv4_226,825137,376862235,18
conv8,184,conv8_184,679675,35206698,0
conv8,200,conv8_200,630285,31551953,0
conv8,130,conv8_130,684657,42402259,0
conv5,443,conv5_443,824152,363315426,0
conv5,276,conv5_276,788001,324551721,0
conv7,151,conv7_151,519298,189017443,0
conv5,193,conv5_193,821839,366029215,0
conv3,230,conv3_230,825225,198631641,0
conv8,118,conv8_118,696806,32210848,0
conv6,403,conv6_403,678016,194029132,0
conv6,182,conv6_182,782893,241896923,0
conv5,294,conv5_294,822624,362142083,1
conv2,66,conv2_66,825102,185071026,0
conv8,460,conv8_460,655378,37412098,0
conv6,54,conv6_54,796073,224528365,0
conv7,407,conv7_407,589624,215915360,0
conv3,204,conv3_204,825228,203683583,28
conv7,124,conv7_124,465908,171309207,0
conv7,423,conv7_423,565236,212277155,0
conv5,256,conv5_256,738773,296677573,1
conv7,403,conv7_403,602178,208369422,0
conv7,96,conv7_96,522607,193581869,0
conv5,292,conv5_292,785001,317008246,2
conv3,173,conv3_173,825226,201228534,10
conv8,150,conv8_150,703688,39295018,0
conv7,262,conv7_262,544586,182045507,0
conv7,408,conv7_408,524292,196020511,0
conv6,223,conv6_223,734017,213874674,0
conv7,273,conv7_273,622384,216544820,0
conv8,298,conv8_298,721224,45011282,0
conv3,96,conv3_96,825230,199274414,0
conv6,91,conv6_91,681604,211229496,0
conv8,229,conv8_229,629812,34152076,0
conv3,32,conv3_32,824579,182184096,18
conv8,437,conv8_437,647470,35253970,0
conv7,128,conv7_128,639929,244407595,0
conv8,310,conv8_310,653358,33410559,0
conv3,0,conv3_0,825229,205172739,618
conv1,34,conv1_34,85055,10108539,2387
conv3,153,conv3_153,825230,205352286,45
conv6,44,conv6_44,775235,240091025,0
conv5,371,conv5_371,791655,362388307,0
conv7,328,conv7_328,532582,199674302,0
conv6,398,conv6_398,766700,238297844,0
conv8,80,conv8_80,623058,33875054,0
conv3,49,conv3_49,824673,181589946,2
conv2,87,conv2_87,825150,187868753,0
conv8,28,conv8_28,691142,40347931,0
conv4,125,conv4_125,825208,396128554,0
conv6,481,conv6_481,772941,232034343,0
conv6,71,conv6_71,774253,238209818,0
conv7,92,conv7_92,464540,168462449,0
conv4,87,conv4_87,825162,381023743,0
conv6,56,conv6_56,771638,235265984,0
conv7,109,conv7_109,480362,169056607,0
conv5,134,conv5_134,798866,324382075,1
conv8,506,conv8_506,564020,26681772,0
conv3,254,conv3_254,825048,194960702,13
conv8,244,conv8_244,697428,34188650,0
conv3,85,conv3_85,825222,205849400,2311
conv5,22,conv5_22,812470,362451383,0
conv5,493,conv5_493,825219,377750648,1
conv4,229,conv4_229,825221,381654518,0
conv5,59,conv5_59,813011,362171606,0
conv5,429,conv5_429,768988,333642715,0
conv3,79,conv3_79,825214,200344056,12
conv5,247,conv5_247,806435,348103196,0
conv6,471,conv6_471,757568,221488317,0
conv5,17,conv5_17,803296,357884662,0
conv4,245,conv4_245,825182,385914092,8
conv7,176,conv7_176,646223,233554221,0
conv1,31,conv1_31,825230,98715223,1424
conv4,83,conv4_83,825074,382999794,3
conv7,133,conv7_133,483490,174181090,0
conv4,8,conv4_8,824123,387952939,0
conv6,374,conv6_374,768214,231787448,0
conv7,170,conv7_170,506064,190662368,0
conv7,464,conv7_464,584709,219636646,0
conv5,264,conv5_264,823235,366133519,0
conv4,166,conv4_166,824804,380979262,0
conv4,114,conv4_114,818677,372891184,0
conv4,238,conv4_238,825145,387890332,2
conv7,186,conv7_186,688113,265063935,0
conv5,113,conv5_113,823065,361906328,0
conv1,57,conv1_57,825230,104112987,58684
conv2,117,conv2_117,824774,185605189,0
conv8,252,conv8_252,662879,36992368,0
conv6,140,conv6_140,753436,230314953,0
conv6,400,conv6_400,805592,258841103,0
conv7,293,conv7_293,642268,248319759,0
conv4,175,conv4_175,823793,384676072,0
conv8,187,conv8_187,689189,39041615,0
conv7,477,conv7_477,551297,203481141,0
conv3,20,conv3_20,820771,163990469,1
conv7,280,conv7_280,663347,253438474,0
conv3,188,conv3_188,825218,204439674,569
conv3,231,conv3_231,824393,185925842,3
conv5,249,conv5_249,800567,346194294,3
conv6,394,conv6_394,783117,241671830,0
conv7,222,conv7_222,664971,250287168,0
conv8,166,conv8_166,761147,56465719,0
conv1,40,conv1_40,824817,84542944,5
conv6,177,conv6_177,761481,241527503,0
conv6,244,conv6_244,729929,223768473,0
conv7,335,conv7_335,501645,186973919,0
conv1,35,conv1_35,824916,83235010,26
conv8,287,conv8_287,773880,52204800,0
conv4,146,conv4_146,824536,383766832,11
conv6,221,conv6_221,733025,222937759,0
conv5,80,conv5_80,819978,351202653,1
conv2,46,conv2_46,825230,197677959,2
conv7,487,conv7_487,548658,199748122,0
conv8,155,conv8_155,653576,33208143,0
conv4,64,conv4_64,825230,392475222,3
conv7,263,conv7_263,505117,189036779,0
conv7,366,conv7_366,487772,184323054,0
conv3,120,conv3_120,825228,203378546,436
conv5,287,conv5_287,822405,338860436,1
conv8,212,conv8_212,616429,29381207,0
conv8,286,conv8_286,727273,41994853,0
conv7,138,conv7_138,487072,173565960,0
conv5,304,conv5_304,819975,343672787,1
conv7,198,conv7_198,481994,178616328,0
conv3,1,conv3_1,825208,193305791,1
conv5,347,conv5_347,824989,367922205,1
conv8,503,conv8_503,620862,30883712,0
conv6,455,conv6_455,768988,240250485,0
conv7,227,conv7_227,500079,187841747,0
conv6,346,conv6_346,767299,239154208,0
conv8,356,conv8_356,602632,24773994,0
conv4,46,conv4_46,824157,385663137,4
conv1,39,conv1_39,825230,98370507,3044
conv5,109,conv5_109,754846,314548738,0
conv8,479,conv8_479,682402,40358009,0
conv7,152,conv7_152,543757,193729419,0
conv7,416,conv7_416,607855,217393504,0
conv8,463,conv8_463,652222,34647815,0
conv6,320,conv6_320,754247,223375562,0
conv8,216,conv8_216,649063,37334437,0
conv8,449,conv8_449,655282,33893787,0
conv5,119,conv5_119,815763,366086757,1
conv6,227,conv6_227,738561,217874475,0
conv5,394,conv5_394,824898,373485171,3
conv5,31,conv5_31,823452,363423217,0
conv6,318,conv6_318,746229,228404744,0
conv6,112,conv6_112,636286,194110453,0
conv6,225,conv6_225,724976,217836959,0
conv5,354,conv5_354,801386,342085096,0
conv6,351,conv6_351,749781,229499047,0
conv7,57,conv7_57,597904,210494967,0
conv3,23,conv3_23,825230,198918087,101
conv8,193,conv8_193,738544,56220420,0
conv6,300,conv6_300,757385,220635245,0
conv4,212,conv4_212,823803,386319386,0
conv5,105,conv5_105,824756,369984265,0
conv8,473,conv8_473,686481,40578350,0
conv6,212,conv6_212,768277,226996343,0
conv8,383,conv8_383,679317,34854987,0
conv7,433,conv7_433,599417,222788336,0
conv5,196,conv5_196,824738,375578513,0
conv7,275,conv7_275,611219,233115808,0
conv5,39,conv5_39,824268,363698952,1
conv5,20,conv5_20,824587,377290511,14
conv6,420,conv6_420,762998,235847236,0
conv7,145,conv7_145,462322,160682788,0
conv2,103,conv2_103,825230,192945133,34
conv3,179,conv3_179,824841,180898817,0
conv6,310,conv6_310,767671,236840527,0
conv8,36,conv8_36,698920,48456917,0
conv4,251,conv4_251,824953,381022603,0
conv3,30,conv3_30,825223,198683223,0
conv4,80,conv4_80,822547,369591856,0
conv6,181,conv6_181,773901,236062365,0
conv6,404,conv6_404,781452,248989994,0
conv7,255,conv7_255,624215,220917734,0
conv7,291,conv7_291,576423,203583566,0
conv6,299,conv6_299,770481,242618448,0
conv3,238,conv3_238,825222,202912103,0
conv7,400,conv7_400,547941,207193230,0
conv7,24,conv7_24,529665,184103796,0
conv6,276,conv6_276,754770,227499044,0
conv7,17,conv7_17,594514,212716510,0
conv5,446,conv5_446,814542,343888736,0
conv7,481,conv7_481,394514,146429840,0
conv8,18,conv8_18,731493,42864299,0
conv5,209,conv5_209,825156,372781719,3
conv4,78,conv4_78,825071,386145653,0
conv1,58,conv1_58,300055,26930280,3
conv4,28,conv4_28,824504,379601180,0
conv4,137,conv4_137,825181,386899213,0
conv4,26,conv4_26,825168,392015528,0
conv8,124,conv8_124,733200,42185735,0
conv3,163,conv3_163,824916,186241595,24
conv3,75,conv3_75,783880,156122465,10
